"kodjaz","akrcis","kodcis","chodnota","zkrtext","text","admplod","admnepo"
"CS","MKN-10_U2",5121,"Q14","Vrozené vady zadního segmentu oka","Vrozené vady zadního segmentu oka","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q15","Jiné vrozené vady oka","Jiné vrozené vady oka","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q16","Vrozené vady ucha působící poruchu sluchu","Vrozené vady ucha působící poruchu sluchu","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q17","Jiné vrozené vady ucha","Jiné vrozené vady ucha","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q18","Jiné vrozené vady obličeje a krku","Jiné vrozené vady obličeje a krku","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q20","Vrozené vady srdečních komor a spojení","Vrozené vady srdečních komor a spojení","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q21","Vrozené vady srdeční přepážky","Vrozené vady srdeční přepážky","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q22","Vrozené vady pulmonální a trojcípé chlopně","Vrozené vady pulmonální a trojcípé chlopně","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q23","Vrozené vady aortální a dvojcípé chlopně","Vrozené vady aortální a dvojcípé chlopně","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q24","Jiné vrozené vady srdce","Jiné vrozené vady srdce","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q25","Vrozené vady velkých arterií","Vrozené vady velkých arterií","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q26","Vrozené vady velkých žil","Vrozené vady velkých žil","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q27","Jiné vrozené vady periferní cévní soustavy","Jiné vrozené vady periferní cévní soustavy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q28","Jiné vrozené vady oběhové soustavy","Jiné vrozené vady oběhové soustavy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q30","Vrozené vady nosu","Vrozené vady nosu","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q31","Vrozené vady hrtanu","Vrozené vady hrtanu","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q32","Vrozené vady průdušnice a průdušky","Vrozené vady průdušnice a průdušky","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q33","Vrozené vady plic","Vrozené vady plic","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q34","Jiné vrozené vady dýchací soustavy","Jiné vrozené vady dýchací soustavy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q35","Rozštěp patra","Rozštěp patra","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q36","Rozštěp rtu","Rozštěp rtu","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q37","Rozštěp patra s rozštěpem rtu","Rozštěp patra s rozštěpem rtu","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q38","Jiné vrozené vady jazyka, úst a hltanu","Jiné vrozené vady jazyka, úst a hltanu","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q39","Vrozené vady jícnu","Vrozené vady jícnu","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q40","Jiné vrozené vady horní části trávicí soustavy","Jiné vrozené vady horní části trávicí soustavy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q41","Vrozené chybění, atrézie a stenóza tenkého střeva","Vrozené chybění, atrézie a stenóza tenkého střeva","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q42","Vrozené chybění, atrézie a stenóza tlustého střeva","Vrozené chybění, atrézie a stenóza tlustého střeva","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q43","Jiné vrozené vady střeva","Jiné vrozené vady střeva","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q44","Vrozené vady žlučníku, žlučovodů a jater","Vrozené vady žlučníku, žlučovodů a jater","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q45","Jiné vrozené vady trávicí soustavy","Jiné vrozené vady trávicí soustavy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q50","Vrozené vady vaječníků, vejcovodů a širokých vazů","Vrozené vady vaječníků, vejcovodů a širokých vazů","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q51","Vrozené vady dělohy a hrdla děložního","Vrozené vady dělohy a hrdla děložního","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q52","Jiné vrozené vady ženských pohlavních orgánů","Jiné vrozené vady ženských pohlavních orgánů","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q53","Nesestouplé varle","Nesestouplé varle","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q54","Hypospadie","Hypospadie","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q55","Jiné vrozené vady mužských pohlavních orgánů","Jiné vrozené vady mužských pohlavních orgánů","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q56","Neurčité pohlaví a pseudohermafroditismus","Neurčité pohlaví a pseudohermafroditismus","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q60","Renální ageneze a hypoplázie","Renální ageneze a hypoplázie","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q61","Cystická nemoc ledvin","Cystická nemoc ledvin","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q62","Vrozené obstrukční defekty ledvinné pánvičky a vrozené vady ","Vrozené obstrukční defekty ledvinné pánvičky a vrozené vady močovodu","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q63","Jiné vrozené vady ledvin","Jiné vrozené vady ledvin","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q64","Jiné vrozené vady močové soustavy","Jiné vrozené vady močové soustavy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q65","Vrozené deformity kyčle","Vrozené deformity kyčle","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q66","Vrozené deformity nohou","Vrozené deformity nohou","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q67","Vrozené svalově-kosterní deformity hlavy, obličeje, páteře a","Vrozené svalově-kosterní deformity hlavy, obličeje, páteře a hrudníku","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q68","Jiné vrozené svalověkosterní deformity","Jiné vrozené svalověkosterní deformity","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q69","Polydaktylie","Polydaktylie","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q70","Syndaktylie","Syndaktylie","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q71","Redukční defekty horní končetiny","Redukční defekty horní končetiny","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q72","Redukční defekty dolní končetiny","Redukční defekty dolní končetiny","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q73","Redukční defekty neurčené končetiny","Redukční defekty neurčené končetiny","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q74","Jiné vrozené vady končetin(-y)","Jiné vrozené vady končetin(-y)","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q75","Jiné vrozené vady kostí lebky a obličeje","Jiné vrozené vady kostí lebky a obličeje","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q76","Vrozené vady páteře a kostěného hrudníku","Vrozené vady páteře a kostěného hrudníku","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q77","Osteochondrodysplázie s poruchou růstu dlouhých kostí a páte","Osteochondrodysplázie s poruchou růstu dlouhých kostí a páteře","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q78","Jiné osteochondrodysplázie","Jiné osteochondrodysplázie","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q79","Vrozené vady svalové a kosterní soustavy NJ","Vrozené vady svalové a kosterní soustavy NJ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q80","Vrozená ichtyóza","Vrozená ichtyóza","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q81","Epidermolysis bullosa","Epidermolysis bullosa","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q82","Jiné vrozené vady kůže","Jiné vrozené vady kůže","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q83","Vrozené vady prsu","Vrozené vady prsu","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q84","Jiné vrozené vady kožního krytu","Jiné vrozené vady kožního krytu","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q85","Fakomatózy NJ","Fakomatózy NJ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q86","Vrozené malformační syndromy způsobené známými zevními příči","Vrozené malformační syndromy způsobené známými zevními příčinami NJ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q87","Jiné určené vrozené malformační syndromy postihující více sy","Jiné určené vrozené malformační syndromy postihující více systémů","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q89","Jiné vrozené vady NJ","Jiné vrozené vady NJ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q90","Downův syndrom","Downův syndrom","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q91","Syndromy Edwardsův a Patauův","Syndromy Edwardsův a Patauův","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q92","Jiné trisomie a částečné trisomie autozomů NJ","Jiné trisomie a částečné trisomie autozomů NJ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q93","Monosomie a delece autozomů NJ","Monosomie a delece autozomů NJ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q95","Balancované přestavby a strukturální zvláštnosti [markery] N","Balancované přestavby a strukturální zvláštnosti [markery] NJ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q96","Turnerův syndrom","Turnerův syndrom","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q97","Jiné abnormality pohlavních chromozomů, ženský fenotyp, NJ","Jiné abnormality pohlavních chromozomů, ženský fenotyp, NJ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q98","Jiné abnormality pohlavních chromozomů, mužský fenotyp, NJ","Jiné abnormality pohlavních chromozomů, mužský fenotyp, NJ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"Q99","Jiné abnormality chromozomů NJ","Jiné abnormality chromozomů NJ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R00","Abnormality srdeční činnosti (tepu)","Abnormality srdeční činnosti (tepu)","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R01","Srdeční šelesty a jiné srdeční zvuky","Srdeční šelesty a jiné srdeční zvuky","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R02","Gangréna NJ","Gangréna NJ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R03","Zjištění abnormálního krevního tlaku bez diagnózy","Zjištění abnormálního krevního tlaku bez diagnózy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R04","Krvácení z dýchacích cest","Krvácení z dýchacích cest","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R05","Kašel","Kašel","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R06","Nepravidelnosti dýchání","Nepravidelnosti dýchání","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R07","Bolest v hrdle a na hrudi","Bolest v hrdle a na hrudi","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R09","Jiné příznaky a znaky týkající se oběhové a dýchací soustavy","Jiné příznaky a znaky týkající se oběhové a dýchací soustavy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R10","Břišní a pánevní bolest","Břišní a pánevní bolest","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R11","Nauzea a zvracení","Nauzea a zvracení","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R12","Pálení žáhy","Pálení žáhy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R13","Dysfagie","Dysfagie","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R14","Flatulence a příbuzné stavy","Flatulence a příbuzné stavy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R15","Inkontinence stolice","Inkontinence stolice","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R16","Hepatomegalie a splenomegalie NJ","Hepatomegalie a splenomegalie NJ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R17","Hyperbilirubinemie, se žloutenkou nebo bez žloutenky, nezařa","Hyperbilirubinemie, se žloutenkou nebo bez žloutenky, nezařazená jinde","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R18","Ascites","Ascites","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R19","Jiné příznaky a znaky týkající se trávicí soustavy a břicha","Jiné příznaky a znaky týkající se trávicí soustavy a břicha","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R20","Poruchy kožního čití","Poruchy kožního čití","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R21","Vyrážka a jiné nespecifické kožní erupce","Vyrážka a jiné nespecifické kožní erupce","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R22","Lokalizované zduření,útvar n. bulka kůže a podkožního vaziva","Lokalizované zduření,útvar n. bulka kůže a podkožního vaziva","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R23","Jiné kožní změny","Jiné kožní změny","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R25","Abnormální bezděčné pohyby","Abnormální bezděčné pohyby","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R26","Abnormality chůze a pohyblivosti","Abnormality chůze a pohyblivosti","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R27","Jiný nedostatek koordinace","Jiný nedostatek koordinace","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R29","Jiné příznaky a znaky týkající se nervové a svalové a koster","Jiné příznaky a znaky týkající se nervové a svalové a kosterní soustavy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R30","Bolest spojená s močením","Bolest spojená s močením","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R31","Neurčená hematurie","Neurčená hematurie","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R32","Neurčená inkontinence moči","Neurčená inkontinence moči","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R33","Retence (zadržení) moči","Retence (zadržení) moči","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R34","Anurie a oligurie","Anurie a oligurie","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R35","Polyurie","Polyurie","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R36","Výtok z močové trubice","Výtok z močové trubice","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R39","Jiné příznaky a znaky týkající se močové soustavy","Jiné příznaky a znaky týkající se močové soustavy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R40","Spavost (somnolence), ztrnulost (stupor) a bezvědomí (kóma)","Spavost (somnolence), ztrnulost (stupor) a bezvědomí (kóma)","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R41","Jiné příznaky a znaky týkající se funkcí vnímání a vědomí","Jiné příznaky a znaky týkající se funkcí vnímání a vědomí","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R42","Závrať (vertigo)","Závrať (vertigo)","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R43","Poruchy čichu a chuti","Poruchy čichu a chuti","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R44","Jiné příznaky a znaky týkající se celkového čití a vnímání","Jiné příznaky a znaky týkající se celkového čití a vnímání","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R45","Příznaky a znaky týkající se emočního stavu","Příznaky a znaky týkající se emočního stavu","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R46","Příznaky a znaky týkající se vzezření a chování","Příznaky a znaky týkající se vzezření a chování","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R47","Poruchy řeči NJ","Poruchy řeči NJ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R48","Dyslexie a jiné znakové poruchy NJ","Dyslexie a jiné znakové poruchy NJ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R49","Poruchy hlasu","Poruchy hlasu","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R50","Horečka jiného a neznámého původu","Horečka jiného a neznámého původu","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R51","Bolest hlavy NS","Bolest hlavy NS","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R52","Bolest nezařazená jinde","Bolest nezařazená jinde","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R53","Nevolnost a únava","Nevolnost a únava","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R54","Stáří (senilita)","Stáří (senilita)","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R55","Mdloba (synkopa) a zhroucení (kolaps)","Mdloba (synkopa) a zhroucení (kolaps)","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R56","Křeče NJ","Křeče NJ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R57","Šok NJ","Šok NJ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R58","Krvácení NJ","Krvácení NJ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R59","Zvětšené mízní uzliny","Zvětšené mízní uzliny","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R60","Edém (otok) NJ","Edém (otok) NJ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R61","Nadměrné pocení (hyperhidróza)","Nadměrné pocení (hyperhidróza)","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R62","Nedostatek předpokládaného normálního fyziologického vývoje","Nedostatek předpokládaného normálního fyziologického vývoje","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R63","Příznaky a znaky týkající se příjmu potravy a tekutin","Příznaky a znaky týkající se příjmu potravy a tekutin","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R64","Kachexie","Kachexie","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R65","Syndrom systémové zánětlivé odpovědi","Syndrom systémové zánětlivé odpovědi","2009-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R68","Jiné celkové příznaky a znaky","Jiné celkové příznaky a znaky","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R69","Neznámé a neurčené příčiny nemocnosti","Neznámé a neurčené příčiny nemocnosti","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R70","Zvýšená rychlost sedimentace č. krvinek a abnormality viskoz","Zvýšená rychlost sedimentace č. krvinek a abnormality viskozity plazmy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R71","Abnormality červených krvinek","Abnormality červených krvinek","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R72","Abnormality bílých krvinek NJ","Abnormality bílých krvinek NJ","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R73","Zvýšená hladina krevní glukózy","Zvýšená hladina krevní glukózy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R74","Abnormální hladiny enzymů v séru","Abnormální hladiny enzymů v séru","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R75","Laboratorní průkaz viru lidské imunodeficience [HIV]","Laboratorní průkaz viru lidské imunodeficience [HIV]","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R76","Jiné abnormální imunologické nálezy v séru","Jiné abnormální imunologické nálezy v séru","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R77","Jiné abnormality plazmatických bílkovin","Jiné abnormality plazmatických bílkovin","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R78","Nálezy léčiv (drog) a jiných látek běžně v krvi nepřítomných","Nálezy léčiv (drog) a jiných látek běžně v krvi nepřítomných","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R79","Jiné abnormální nálezy chemismu krve","Jiné abnormální nálezy chemismu krve","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R80","Izolovaná proteinurie","Izolovaná proteinurie","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R81","Glykosurie","Glykosurie","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R82","Jiné abnormální nálezy v moči","Jiné abnormální nálezy v moči","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R83","Abnormální nálezy v mozkomíšním moku","Abnormální nálezy v mozkomíšním moku","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R84","Abnormální nálezy ve vzorcích z dýchacích orgánů a hrudníku","Abnormální nálezy ve vzorcích z dýchacích orgánů a hrudníku","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R85","Abnormální nálezy ve vzorcích trávicích orgánů a dutiny břiš","Abnormální nálezy ve vzorcích trávicích orgánů a dutiny břišní","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R86","Abnormální nálezy ve vzorcích z mužských pohlavních orgánů","Abnormální nálezy ve vzorcích z mužských pohlavních orgánů","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R87","Abnormální nálezy ve vzorcích z ženských pohlavních orgánů","Abnormální nálezy ve vzorcích z ženských pohlavních orgánů","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R89","Abnormální nálezy ve vzorcích z jiných orgánů, soustav a tká","Abnormální nálezy ve vzorcích z jiných orgánů, soustav a tkání","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R90","Abnormální nálezy při diagn. zobr. met. CNS","Abnormální nálezy při diagn. zobr. met. CNS","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R91","Abnormální nálezy při diagn. zobr. met. plic","Abnormální nálezy při diagn. zobr. met. plic","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R92","Abnormální nálezy při diagn. zobr. met. prsu","Abnormální nálezy při diagn. zobr. met. prsu","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R93","Abnormální nálezy při diagn. zobr. met. jiných tělních struk","Abnormální nálezy při diagn. zobr. met. jiných tělních struktur","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R94","Abnormální výsledky funkčního vyšetření","Abnormální výsledky funkčního vyšetření","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R95","Syndrom náhlé smrti dítěte (kojence) [SIDS]","Syndrom náhlé smrti dítěte (kojence) [SIDS]","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R96","Jiná náhlá smrt z neznámé příčiny","Jiná náhlá smrt z neznámé příčiny","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R98","Smrt bez svědků","Smrt bez svědků","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"R99","Jiné nepřesně určené a neurčené příčiny smrti","Jiné nepřesně určené a neurčené příčiny smrti","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S00","Povrchní poranění hlavy","Povrchní poranění hlavy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S01","Otevřená rána hlavy","Otevřená rána hlavy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S02","Zlomenina kostí lebky a obličeje","Zlomenina kostí lebky a obličeje","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S03","Vymknutí, podvrtnutí a natažení kloubů a vazů hlavy","Vymknutí, podvrtnutí a natažení kloubů a vazů hlavy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S04","Poranění mozkových nervů","Poranění mozkových nervů","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S05","Poranění oka a očnice","Poranění oka a očnice","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S06","Nitrolební poranění","Nitrolební poranění","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S07","Drtivé poranění (rozdrcení) hlavy","Drtivé poranění (rozdrcení) hlavy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S08","Úrazová amputace části hlavy","Úrazová amputace části hlavy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S09","Jiná a neurčená poranění hlavy","Jiná a neurčená poranění hlavy","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S10","Povrchní poranění krku","Povrchní poranění krku","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S11","Otevřená rána krku","Otevřená rána krku","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S12","Zlomenina krku","Zlomenina krku","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S13","Vymknutí, podvrtnutí a natažení kloubů a vazů v úrovni krku","Vymknutí, podvrtnutí a natažení kloubů a vazů v úrovni krku","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S14","Poranění nervů a míchy v úrovni krku","Poranění nervů a míchy v úrovni krku","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S15","Poranění krevních cév v úrovni krku","Poranění krevních cév v úrovni krku","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S16","Poranění svalu a šlachy v úrovni krku","Poranění svalu a šlachy v úrovni krku","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S17","Drtivé poranění (rozdrcení) krku","Drtivé poranění (rozdrcení) krku","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S18","Úrazová amputace v úrovni krku","Úrazová amputace v úrovni krku","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S19","Jiná a neurčená poranění krku","Jiná a neurčená poranění krku","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S20","Povrchní poranění hrudníku","Povrchní poranění hrudníku","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S21","Otevřená rána hrudníku","Otevřená rána hrudníku","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S22","Zlomenina žebra (žeber), hrudní kosti a hrudní páteře","Zlomenina žebra (žeber), hrudní kosti a hrudní páteře","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S23","Vymknutí, podvrtnutí a natažení kloubů a vazů hrudníku","Vymknutí, podvrtnutí a natažení kloubů a vazů hrudníku","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S24","Poranění nervů a míchy v úrovni hrudníku","Poranění nervů a míchy v úrovni hrudníku","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S25","Poranění krevních cév hrudníku","Poranění krevních cév hrudníku","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S26","Poranění srdce","Poranění srdce","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S27","Poranění jiných a neurčených nitrohrudních orgánů","Poranění jiných a neurčených nitrohrudních orgánů","1994-01-01","9999-09-09"
"CS","MKN-10_U2",5121,"S28","Rozdrcení hrudníku a úrazová amputace části hrudníku","Rozdrcení hrudníku a úrazová amputace části hrudníku","1994-01-01","9999-09-09"
